index,nama,vote_average,vote_count,type,htm_weekday,htm_weekend,latitude,longitude,description
126,Taman Lampion (Taman Pelangi),4.3,757,"Desa Wisata, Buatan",15000.0,20000.0,-7.7503631,110.3698154,"Taman lampion atau juga sering disebut taman pelangi monjali adalah salah satu wisata saat malam hari yang bisa Anda kunjungi bersama keluarga atau teman. Selain berjalan-jalan menikmati gemerlap lampu, anda juga bisa melakukan kegiatan seru lainnya seperti dengan mengendarai becak mini, bermain bola air, bugee jumping, ATV, trampolin, perahu dayung, kereta mini dan lain-lain. Asiknya lagi, area wisata Taman Lampion, juga sering diadakan live konser musik."
127,Jogja Exotarium,4.4,746,Buatan,20000.0,20000.0,-7.728816,110.358356,"Di Mini Zoo Jogja Exotarium pengunjung dapat menyaksikan aneka satwa seperti reptil, hewan nocturnal, kelinci. Pengunjung dapat pula melakukan aktivitas seperti memancing, belajar berkuda atau memanah. Selain itu terdapat pula berbagai spot selfie, playground anak atau outbound. .Kehadiran Mini Zoo Jogja Exotarium yang dikemas sebagai taman wisata edukasi diharapkan menjadi wahana pengetahuan tentang satwa atau binatang."
128,Sumur Gumuling,4.5,718,Budaya dan Sejarah,10000.0,10000.0,-7.8087911,110.3591825,Sumur Gumuling adalah salah satu tempat untuk ibadah atau kegiatan agama pada masa lalu. Sumur Gumuling merupakan masjid pada zaman pemerintahan Sri Sultan Hamengkubuwana I dan II
129,Kali Talang,4.5,716,"Alam, Buatan",10000.0,10000.0,-7.5802065,110.4606903,"Kali Talang berada di ketinggian sekitara 1.160 meter di atas permukaan laut (MDPL). Dari Kali Kalang, puncak Merapi seakan begitu dekat dengan panorama vegetasi di kawasan Taman Nasional Gunung Merapi. Objek wisata yang berada di perbatasan Jawa Tengah (Jateng) dan DIY itu menjadi salah satu spot terbaik untuk mengabadikan puncak Merapi."
130,Kawasan Ekowisata Gunung Api Purba Nglanggeran,4.5,709,"Alam, Wisata Air",30000.0,30000.0,-7.841986,110.5415759,"Kawasan Ekosistem Gunung Purba Nglanggeran atau yang biasa disebut Gunung Nglanggeran ini merupakan kawasan yang litologinya disusun oleh material vulkanik tua, berbentuk gunung batu raksasa yang membentang sepanjang kurang lebih 800 meter dengan tinggi mencapai 300 meter. Gunung Nglanggeran dinyatakan sebagai gunung api purba dari hasil penelitian dan refrensi yang ada. Sekitar 60-70 juta tahun yang lalu Gunung tersebut merupakan gunung berapi aktif."
131,Pantai Ngetun,4.5,709,Pantai,15000.0,15000.0,-8.1703641,110.6526446,Pantai Ngetun adalah keindahan yang sempurna dari Yogyakarta khususnya Gunung Kidul. Keindahan biota lautnya memang tidak bisa dihindarkan
132,Selopamioro Adventure Park,4.5,696,"Alam, Wisata Air",30000.0,30000.0,-7.945376682,110.4266714,Kegiatan outbond di lokasi Selopamioro Adventure Park sangat memanjakan para konsumen untuk menikmati alam. Fasilitas outbond berupa permainan air dan darat dari level anak anak sampai dengan dewasa bisa menjadi rekomendasi anda dan rekan kerja selanjutnya untuk mencoba outbond di Selopamioro Adventure Park.
133,Museum Wayang Kekayon,4.2,504,Budaya dan Sejarah,20000.0,20000.0,-7.81406244,110.4131033,"Museum Wayang Kekayon ini didirikan oleh almarhum Prof. DR. dr. KPH. Soejono Prawirohadikusumo (Guru besar UGM sekaligus dokter ahli saraf jiwa) dan diresmikan oleh KGPAA Paku Alam VIII pada tahun 1991. Museum ini mengoleksi berbagai jenis wayang yang ada di Indonesia. Selain sebagai tujuan wisata seni budaya, museum ini juga memiliki fungsi pendidikan, wahana penelitian, dan rekreasi. Wayang merupakan kekayaan luhur budaya bangsa Indonesia yan Museum ini juga nyaman dan asri dengan taman parkir luas serta pendapa megah untuk perayaan pernikahan, pameran, pertemuan, sarasehan, dan lain-lain.g patut kita banggakan. Terbukti atas pengakuan UNESCO atas wayang sebagai warisan pusaka dunia."
134,Tebing Gunung Gajah,4.5,457,Alam,5000.0,5000.0,-7.776247027,110.1061368,"Letaknya di dataran tinggi, dengan view pemandangan perbukitan dan menoreh yang hijau, dan terdapat Waduk Sermo di tengahnya. Selain spot fotonya kemudian juga terdapat spot foto love lock, sky bar, dan fancy termasuk wahana outbound selain dari beberapa spot fotografi dengan tema tertentu."
135,Bukit Pengilon,4.6,439,Alam,5000.0,5000.0,-8.185458711,110.6917217,"Nama bukit Pengilon berasal dari bahasa Jawa yang berarti cermin, karena di bukit ini terdapat batu yang mirip sekali dengan cermin. Areanya menyejukkan serta sangat luas. Bahkan saking luasnya destinasi ini, banyak wisatawan yang melakukan tracking hingga camping dan mendirikan tenda di sana. Tak hanya itu, tempat satu ini juga akan memanjakan mata anda. Anda bisa mengabadikan foto dengan pemandangan indah yang berlatar belakang laut."
136,Taman Tempuran Cikal,4.4,294,"Alam, Wisata Air",10000.0,,-7.840562331,110.4494549,"Taman Tempuran Cikal terletak di kecamatan Piyungan. Di taman ini, para pengunjung bisa mencoba bermain dengan beberapa wahana yang ada sembari menikmati kesejukan alam. Taman Tempuran Cikal atau biasa disebut TTC terletak di Dusun Cikal, Desa Srimulyo, Kecamatan Piyungan, Kabupaten Bantul. Kata Tempuran ini diambil dari pertemuan antara dua sungai, yaitu sungai gawe dan sungai opak. Taman tempuran ini telah menjadi salah satu obyek wisata baru di daerah Piyungan dan telah dilengkapi dengan beberapa fasilitas seperti wahana speed boat, kapal, kano, ATV, mini trail, flying fox, outbound, taman bermain, gazebo, tempat parkir yang luas, dan toilet. Ditaman ini, pengunjung juga bisa menikmati macam-macam kuliner yang"
137,Restoe Boemi Kreo,4.5,176,Alam,,,-7.723671547,110.231514,Restoe Boemi Kreo sebuah rumah makan hasil karya NextDestinXction untuk masyarakat kreo
138,Candi Ijo,4.7,159,Budaya dan Sejarah,5000.0,,-7.783381475,110.5104366,"Candi Ijo adalah sebuah kompleks percandian bercorak Hindu, berada 4 kilometer arah tenggara dari Candi Ratu Boko atau kira-kira 18 kilometer di sebelah timur kota Yogyakarta. Candi ini diperkirakan dibangun antara kurun abad ke-10 sampai dengan ke-11 Masehi pada saat zaman Kerajaan Medang periode Mataram."
139,Museum Batik Keraton Yogyakarta,4.9,20,"Budaya dan Sejarah, Museum",20000.0,20000.0,-7.8075139,110.3645895,"Di Museum Batik Keraton Yogyakarta, wisatawan akan disuguhi sekitar 2.000-an motif asli keluarga kerajaan. Tak seperti ruangan museum lain di komplek Keraton, khusus di museum Batik pengunjung dilarang memotret. Terdapat foto-foto raja dan ratu dari generasi ke generasi lengkap dengan penjelasan filosofinya"
140,Candi ASU Klaten,4.2,5,Budaya dan Sejarah,3000.0,3000.0,-7.7423022,110.5155871,"Letaknya di Dk. Bener Ds. Bugisan Kec. Prambanan Klaten, Candi Asu yang terletak di luar komplek Taman Wisata Prambanan kurang lebih berjarak 1 km dari komplek Taman Wisata Prambanan dan berada di dekat perumahan penduduk. Bentuk candi saat ini terkesan berserakan namun telah dilindungi oleh pagar."
141,Wisata Air Wanatirta Kencana,5.0,1,Wisata AIr,10000.0,15000.0,-7.8914433,110.548354,"Wahana bermain air di Taman Wisata Air Tirta Kencana cukup lengkap, mulai dari water sled yang khusus untuk anak-anak, dan juga disediakan water sled yang dikhususkan bagi orang dewasa. Kolam renang menjadi tempat favorit para wisatawan untuk menikmati segarnya air yang juga dibagi untuk anak-anak dan juga orang dewasa."
